역사_ID,역사명,호선,위도,경도,구,동
1865,기흥,분당선,37.275061,127.11591,용인시 기흥구,구갈동
1864,신갈,분당선,37.286102,127.111313,용인시 기흥구,신갈동
1863,구성,분당선,37.298969,127.105664,용인시 기흥구,마북동
1862,죽전,분당선,37.324753,127.107395,용인시 수지구,죽전동
1861,보정,분당선,37.312752,127.108196,용인시 기흥구,보정동
1860,이매,분당선,37.395371,127.128248,성남시 분당구,이매동
1859,오리,분당선,37.339824,127.108942,성남시 분당구,구미동
1858,미금,분당선,37.350077,127.10891,성남시 분당구,금곡동
1857,정자,분당선,37.365994,127.10807,성남시 분당구,정자동
1856,수내,분당선,37.378455,127.114322,성남시 분당구,수내동
1855,서현,분당선,37.385126,127.123592,성남시 분당구,서현동
1854,야탑,분당선,37.411185,127.128715,성남시 분당구,야탑동
1853,모란,분당선,37.432052,127.129104,성남시 중원구,성남동
1852,태평,분당선,37.440019,127.127709,성남시 수정구,태평동
1851,가천대,분당선,37.448605,127.126697,성남시 수정구,태평동
1850,선정릉,분당선,37.510735,127.043677,강남구,논현동
1849,강남구청,분당선,37.517469,127.041151,강남구,논현동
1848,압구정로데오,분당선,37.527381,127.040534,강남구,신사동
1847,서울숲,분당선,37.543617,127.044707,성동구,성수동1가
1846,수원,분당선,37.265917,126.999422,수원시 팔달구,매산로1가
1823,도화,경인선,37.46607,126.668672,미추홀구,도화동
1822,중동,경인선,37.486562,126.764843,부천시 소사구,송내동
1821,온수(성공회대입구),경인선,37.492433,126.824086,구로구,온수동
1817,도원,경인선,37.468446,126.642706,미추홀구,숭의동
1816,간석,경인선,37.464737,126.694181,남동구,간석동
1815,부개,경인선,37.488418,126.74109,부평구,부개동
1814,소사,경인선,37.482753,126.79544,부천시 소사구,소사본동
1813,구일,경인선,37.496756,126.870793,구로구,구로동
1812,인천,경인선,37.476079,126.616801,중구,북성동1가
1811,동인천,경인선,37.475276,126.632802,중구,인현동
1810,제물포,경인선,37.466769,126.656666,미추홀구,도화동
1809,주안,경인선,37.465047,126.679742,미추홀구,주안동
1808,동암,경인선,37.471408,126.702896,부평구,십정동
1807,백운,경인선,37.483664,126.707704,부평구,십정동
1806,부평,경인선,37.489445,126.724506,부평구,부평동
1805,송내,경인선,37.4876,126.753664,부천시 소사구,송내동
1804,부천,경인선,37.48405,126.782686,부천시 소사구,심곡본동
1803,역곡,경인선,37.485178,126.811502,부천시 원미구,역곡동
1802,오류동,경인선,37.494526,126.845365,구로구,오류동
1801,개봉,경인선,37.494594,126.85968,구로구,개봉동
1763,수리산,안산선,37.349801,126.925365,군포시,산본동
1762,오이도,안산선,37.362357,126.738714,시흥시,정왕동
1761,정왕,안산선,37.351735,126.742989,시흥시,정왕동
1760,신길온천,안산선,37.338212,126.765844,안산시 단원구,신길동
1759,안산,안산선,37.327082,126.788532,안산시 단원구,원곡동
1758,초지,안산선,37.320646,126.805913,안산시 단원구,초지동
1757,고잔,안산선,37.316784,126.823144,안산시 단원구,고잔동
1756,중앙,안산선,37.315941,126.838573,안산시 단원구,고잔동
1755,한대앞,안산선,37.309689,126.85344,안산시 상록구,이동
1754,상록수,안산선,37.302795,126.866489,안산시 상록구,본오동
1753,반월,안산선,37.312212,126.903524,안산시 상록구,건건동
1752,대야미,안산선,37.328467,126.917332,군포시,대야미동
1751,산본,안산선,37.358101,126.933274,군포시,산본동
1750,광명,경부선,37.416182,126.884466,광명시,일직동
1749,서동탄,경부선,37.195504,127.051672,오산시,외삼미동
1729,당정,경부선,37.344285,126.948345,군포시,당정동
1728,천안,경부선,36.810005,127.146826,천안시 동남구,대흥동
1727,두정,경부선,36.833705,127.14896,천안시 서북구,두정동
1726,직산,경부선,36.870593,127.143904,천안시 서북구,직산읍
1725,성환,경부선,36.916076,127.126964,천안시 서북구,성환읍
1724,평택,경부선,36.990726,127.085159,평택시,평택동
1723,지제,경부선,37.0188,127.070444,평택시,지제동
1722,서정리,경부선,37.056496,127.052819,평택시,서정동
1721,송탄,경부선,37.075696,127.054301,평택시,신장동
1720,진위,경부선,37.109447,127.062278,평택시,진위면
1719,오산,경부선,37.145885,127.06672,오산시,오산동
1718,오산대,경부선,37.168953,127.063197,오산시,수청동
1717,세마,경부선,37.187533,127.04318,오산시,세교동
1716,병점,경부선,37.207503,127.032731,화성시,진안동
1715,세류,경부선,37.245025,127.013222,수원시 권선구,장지동
1714,독산,경부선,37.466613,126.889249,금천구,가산동
1713,수원,경부선,37.266348,126.999561,수원시 팔달구,매산로1가
1712,화서,경부선,37.283862,126.989627,수원시 팔달구,화서동
1711,성균관대,경부선,37.300349,126.97075,수원시 장안구,율전동
1710,의왕,경부선,37.320852,126.948217,의왕시,삼동
1709,군포,경부선,37.35356,126.948462,군포시,당동
1708,금정,경부선,37.372221,126.943429,군포시,금정동
1707,명학,경부선,37.384653,126.935433,안양시 만안구,안양동
1706,안양,경부선,37.401592,126.922874,안양시 만안구,안양동
1705,관악,경부선,37.419232,126.908706,안양시 만안구,석수동
1704,석수,경부선,37.435047,126.902295,안양시 만안구,석수동
1703,금천구청,경부선,37.455626,126.89398,금천구,시흥동
1702,가산디지털단지,경부선,37.481581,126.882581,금천구,가산동
1701,구로,경부선,37.503039,126.881966,구로구,구로동
1511,여주,경강선,37.282308,127.628816,여주시,교동
1510,세종대왕릉,경강선,37.295309,127.570938,여주시,세종대왕면
1509,부발,경강선,37.260192,127.490277,이천시,부발읍
1508,이천,경강선,37.265579,127.44226,이천시,율현동
1507,신둔도예촌,경강선,37.317185,127.40476,이천시,신둔면
1506,곤지암,경강선,37.351315,127.34674,광주시,곤지암읍
1505,초월,경강선,37.374419,127.299,광주시,초월읍
1504,경기광주,경강선,37.399907,127.25263,광주시,역동
1503,삼동,경강선,37.409522,127.20336,광주시,삼동
1502,이매,경강선,37.394655,127.127819,성남시 분당구,이매동
1501,판교,경강선,37.394761,127.111217,성남시 분당구,백현동
1458,금정,과천선,37.372209,126.943417,군포시,금정동
1457,범계,과천선,37.389793,126.950806,안양시 동안구,호계동
1456,평촌,과천선,37.394287,126.963883,안양시 동안구,관양동
1455,인덕원,과천선,37.401553,126.976715,안양시 동안구,관양동
1454,정부과천청사,과천선,37.426513,126.98978,과천시,중앙동
1453,과천,과천선,37.433021,126.996568,과천시,별양동
1452,대공원,과천선,37.435675,127.006523,과천시,막계동
1451,경마공원,과천선,37.443885,127.007888,과천시,과천동
1450,선바위,과천선,37.451673,127.002303,과천시,과천동
1408,신창(순천향대),장항선,36.769502,126.951108,아산시,신창면
1407,온양온천,장항선,36.780483,127.003249,아산시,온천동
1405,배방,장항선,36.777629,127.052991,아산시,배방읍
1404,탕정,장항선,36.78866,127.08485,아산시,탕정면
1403,아산,장항선,36.792053,127.104361,아산시,배방읍
1402,쌍용(나사렛대),장항선,36.793759,127.1214,천안시 서북구,쌍용동
1401,봉명,장항선,36.801215,127.135763,천안시 동남구,봉명동
1329,춘천,경춘선,37.885054,127.717023,춘천시,근화동
1328,남춘천,경춘선,37.864007,127.723792,춘천시,퇴계동
1327,김유정,경춘선,37.818466,127.71434,춘천시,신동면
1326,강촌,경춘선,37.805723,127.634146,춘천시,남산면
1325,백양리,경춘선,37.830779,127.58933,춘천시,남산면
1324,굴봉산,경춘선,37.832067,127.557695,춘천시,남산면
1323,가평,경춘선,37.814536,127.510739,가평군,가평읍
1322,상천,경춘선,37.770246,127.454821,가평군,청평면
1321,청평,경춘선,37.735488,127.42661,가평군,청평면
1320,대성리,경춘선,37.684071,127.379319,가평군,청평면
1319,마석,경춘선,37.652782,127.311767,남양주시,화도읍
1318,천마산,경춘선,37.658978,127.285379,남양주시,화도읍
1317,평내호평,경춘선,37.653225,127.244493,남양주시,평내동
1316,금곡,경춘선,37.637382,127.207853,남양주시,금곡동
1315,사릉,경춘선,37.65108,127.176933,남양주시,진건읍
1314,퇴계원,경춘선,37.648311,127.143952,남양주시,퇴계원읍
1313,별내,경춘선,37.64202,127.12684,남양주시,별내동
1312,갈매,경춘선,37.634118,127.114757,구리시,갈매동
1311,신내,경춘선,37.612887,127.103218,중랑구,망우동
1294,디지털미디어시티,경의중앙선,37.577475,126.900453,은평구,수색동
1293,홍대입구,경의중앙선,37.557641,126.926683,마포구,동교동
1292,공덕,경의중앙선,37.542596,126.952099,마포구,도화동
1291,서울역,경의중앙선,37.557231,126.97103,중구,봉래동2가
1286,운천,경의중앙선,37.879942,126.769999,파주시,문산읍
1285,임진강,경의중앙선,37.888421,126.746765,파주시,문산읍
1284,문산,경의중앙선,37.854619,126.788047,파주시,문산읍
1283,파주,경의중앙선,37.815298,126.792783,파주시,파주읍
1282,월롱,경의중앙선,37.796188,126.792587,파주시,월롱면
1280,금촌,경의중앙선,37.766217,126.774644,파주시,금촌동
1279,금릉,경의중앙선,37.751322,126.765347,파주시,금촌동
1278,운정,경의중앙선,37.725826,126.767257,파주시,야당동
1277,야당,경의중앙선,37.712327,126.761356,파주시,야당동
1276,탄현,경의중앙선,37.694023,126.761086,고양시 일산서구,덕이동
1275,일산,경의중앙선,37.682077,126.769846,고양시 일산서구,일산동
1274,풍산,경의중앙선,37.672346,126.786243,고양시 일산동구,풍동
1273,백마,경의중앙선,37.658239,126.794461,고양시 일산동구,백석동
1272,곡산,경의중앙선,37.645676,126.801762,고양시 일산동구,백석동
1271,능곡,경의중앙선,37.618808,126.820783,고양시 덕양구,토당동
1270,행신,경의중앙선,37.612102,126.834146,고양시 덕양구,강매동
1269,강매,경의중앙선,37.612314,126.843223,고양시 덕양구,행신동
1268,화전,경의중앙선,37.602888,126.868387,고양시 덕양구,화전동
1267,수색,경의중앙선,37.580842,126.895611,은평구,수색동
1266,디지털미디어시티,경의중앙선,37.577475,126.900453,은평구,수색동
1265,가좌,경의중앙선,37.568491,126.915487,서대문구,남가좌동
1264,홍대입구,경의중앙선,37.557641,126.926683,마포구,동교동
1263,서강대,경의중앙선,37.551881,126.935711,마포구,노고산동
1262,공덕,경의중앙선,37.542596,126.952099,마포구,도화동
1261,효창공원앞,경의중앙선,37.538579,126.96221,용산구,용문동
1252,신촌,경의중앙선,37.559733,126.942597,서대문구,신촌동
1251,서울역,경의중앙선,37.557231,126.97103,중구,봉래동2가
1220,지평,중앙선,37.476393,127.629874,양평군,지평면
1219,용문,중앙선,37.48223,127.594647,양평군,용문면
1218,원덕,중앙선,37.468672,127.547076,양평군,양평읍
1217,양평,중앙선,37.492773,127.491837,양평군,양평읍
1216,오빈,중앙선,37.506062,127.473868,양평군,양평읍
1215,아신,중앙선,37.51382,127.443173,양평군,옥천면
1214,국수,중앙선,37.516169,127.399367,양평군,양서면
1213,신원,중앙선,37.525545,127.372921,양평군,양서면
1212,양수,중앙선,37.545981,127.329098,양평군,양서면
1211,운길산,중앙선,37.554669,127.310115,남양주시,조안면
1210,팔당,중앙선,37.547371,127.243939,남양주시,와부읍
1209,도심,중앙선,37.579622,127.222672,남양주시,와부읍
1208,덕소,중앙선,37.586781,127.208832,남양주시,와부읍
1207,양정,중앙선,37.60533,127.19364,남양주시,이패동
1206,도농,중앙선,37.608806,127.161153,남양주시,다산동
1205,구리,중앙선,37.603392,127.143869,구리시,인창동
1204,양원,중앙선,37.606596,127.107906,중랑구,망우동
1203,망우,중앙선,37.59955,127.091909,중랑구,상봉동
1202,상봉(시외버스터미널),중앙선,37.596678,127.08504,중랑구,상봉동
1201,중랑,중앙선,37.594917,127.076116,중랑구,중화동
1032,신길,경부선,37.516862,126.917865,영등포구,신길동
1031,복정,분당선,37.470345,127.126658,송파구,장지동
1030,수서,분당선,37.487472,127.101422,강남구,수서동
1028,대모산입구,분당선,37.491373,127.07272,강남구,개포동
1027,개포동,분당선,37.489116,127.06614,강남구,개포동
1026,구룡,분당선,37.486839,127.058856,강남구,개포동
1025,도곡,분당선,37.491224,127.055186,강남구,도곡동
1024,한티,분당선,37.496237,127.052873,강남구,도곡동
1023,선릉,분당선,37.504856,127.048807,강남구,역삼동
1022,창동,경원선,37.653007,127.047806,도봉구,창동
1021,녹천,경원선,37.644799,127.051269,도봉구,창동
1020,월계,경원선,37.633212,127.058831,노원구,월계동
1019,광운대,경원선,37.623632,127.061835,노원구,월계동
1018,석계,경원선,37.614532,127.065934,성북구,석관동
1017,신이문,경원선,37.601854,127.067325,동대문구,이문동
1016,외대앞,경원선,37.596073,127.063549,동대문구,이문동
1015,회기,중앙선,37.58946,127.057583,동대문구,휘경동
1014,청량리(서울시립대입구),경원선,37.580759,127.0483,동대문구,전농동
1013,왕십리(성동구청),경원선,37.561827,127.038352,성동구,행당동
1012,응봉,경원선,37.549946,127.034538,성동구,응봉동
1011,옥수,경원선,37.540446,127.018672,성동구,옥수동
1010,한남,경원선,37.52943,127.009169,용산구,한남동
1009,서빙고,경원선,37.519594,126.988537,용산구,서빙고동
1008,이촌(국립중앙박물관),경원선,37.522427,126.973406,용산구,용산동5가
1007,신도림,경부선,37.508787,126.891144,구로구,신도림동
1006,영등포,경부선,37.515504,126.907628,영등포구,영등포동
1005,대방,경부선,37.513342,126.926382,영등포구,신길동
1004,노량진,경부선,37.514149,126.94271,동작구,노량진동
1003,용산,경부선,37.529849,126.964561,용산구,한강로3가
1002,남영,경부선,37.541021,126.9713,용산구,갈월동
1001,서울역,경부선,37.554337,126.971134,용산구,동자동
434,남태령,4호선,37.463873,126.989134,서초구,방배동
433,사당,4호선,37.476955,126.981651,동작구,사당동
432,총신대입구(이수),4호선,37.486263,126.981989,동작구,사당동
431,동작(현충원),4호선,37.502852,126.980347,동작구,동작동
430,이촌(국립중앙박물관),4호선,37.522295,126.974733,용산구,용산동5가
429,신용산,4호선,37.52917,126.967894,용산구,한강로2가
428,삼각지,4호선,37.534075,126.9726,용산구,한강로1가
427,숙대입구(갈월),4호선,37.54456,126.972106,용산구,갈월동
426,서울역,4호선,37.55281,126.972556,용산구,동자동
425,회현(남대문시장),4호선,37.558514,126.978246,중구,남창동
424,명동,4호선,37.560989,126.986325,중구,충무로2가
423,충무로,4호선,37.561207,126.99408,중구,필동2가
422,동대문역사문화공원,4호선,37.565133,127.007885,중구,을지로7가
421,동대문,4호선,37.57093,127.009287,종로구,종로6가
420,혜화,4호선,37.582336,127.001844,종로구,동숭동
419,한성대입구(삼선교),4호선,37.588458,127.006221,성북구,삼선동1가
418,성신여대입구(돈암),4호선,37.592612,127.016441,성북구,동소문동5가
417,길음,4호선,37.603407,127.025053,성북구,길음동
416,미아사거리,4호선,37.613292,127.030053,강북구,미아동
415,미아(서울사이버대학),4호선,37.62667,127.025983,강북구,미아동
414,수유(강북구청),4호선,37.638052,127.025732,강북구,번동
413,쌍문,4호선,37.648627,127.034709,도봉구,창동
412,창동,4호선,37.653088,127.047274,도봉구,창동
411,노원,4호선,37.65627,127.063276,노원구,상계동
410,상계,4호선,37.660878,127.073572,노원구,상계동
409,당고개,4호선,37.670272,127.079066,노원구,상계동
408,별내별가람,진접선,37.66778,127.11581,남양주시,별내동
406,오남,진접선,37.705,127.19281,남양주시,오남읍
405,진접,진접선,37.7205,127.2034,남양주시,진접읍
342,오금,3호선,37.502129,127.128319,송파구,오금동
341,경찰병원,3호선,37.495918,127.12454,송파구,가락동
340,가락시장,3호선,37.492245,127.117757,송파구,가락동
339,수서,3호선,37.487378,127.101907,강남구,수서동
338,일원,3호선,37.483681,127.08439,강남구,일원동
337,대청,3호선,37.493514,127.079532,강남구,일원동
336,학여울,3호선,37.496663,127.070594,강남구,대치동
335,대치,3호선,37.494612,127.063642,강남구,대치동
334,도곡,3호선,37.490922,127.055452,강남구,대치동
333,매봉,3호선,37.486947,127.046769,강남구,도곡동
332,양재(서초구청),3호선,37.484477,127.033902,서초구,서초동
331,남부터미널(예술의전당),3호선,37.485013,127.016189,서초구,서초동
330,교대(법원.검찰청),3호선,37.493025,127.013786,서초구,서초동
329,고속터미널,3호선,37.504891,127.004916,서초구,반포동
328,잠원,3호선,37.512759,127.01122,서초구,잠원동
327,신사,3호선,37.516334,127.020114,강남구,논현동
326,압구정,3호선,37.527072,127.028461,강남구,신사동
325,옥수,3호선,37.541684,127.017269,성동구,옥수동
324,금호,3호선,37.548034,127.015872,성동구,금호동4가
323,약수,3호선,37.554867,127.010541,중구,신당동
322,동대입구,3호선,37.559052,127.005602,중구,장충동2가
321,충무로,3호선,37.56143,126.994072,중구,필동2가
320,을지로3가,3호선,37.566672,126.992548,중구,을지로3가
319,종로3가,3호선,37.571605,126.991791,종로구,묘동
318,안국,3호선,37.576477,126.985443,종로구,경운동
317,경복궁(정부서울청사),3호선,37.575762,126.97353,종로구,적선동
316,독립문,3호선,37.574571,126.957748,종로구,무악동
315,무악재,3호선,37.582299,126.950291,서대문구,홍제동
314,홍제,3호선,37.589066,126.943736,서대문구,홍제동
313,녹번,3호선,37.600927,126.935756,은평구,녹번동
312,불광,3호선,37.610553,126.92982,은평구,대조동
311,연신내,3호선,37.619229,126.921038,은평구,불광동
310,구파발,3호선,37.636763,126.918821,은평구,진관동
309,지축,3호선,37.648033,126.913917,고양시 덕양구,지축동
250,용두(동대문구청),2호선,37.574028,127.038091,동대문구,용두동
249,신정네거리,2호선,37.520074,126.852912,양천구,신정동
248,양천구청,2호선,37.512398,126.865819,양천구,신정동
247,도림천,2호선,37.514287,126.882768,구로구,신도림동
246,신설동,2호선,37.574747,127.024932,동대문구,신설동
245,신답,2호선,37.57004,127.046481,성동구,용답동
244,용답,2호선,37.561904,127.050899,성동구,사근동
243,충정로(경기대입구),2호선,37.559704,126.964378,서대문구,충정로3가
242,아현,2호선,37.557345,126.956141,마포구,아현동
241,이대,2호선,37.556733,126.946013,마포구,대흥동
240,신촌,2호선,37.555131,126.936926,서대문구,창천동
239,홍대입구,2호선,37.55679,126.923708,마포구,동교동
238,합정,2호선,37.549457,126.913808,마포구,합정동
237,당산,2호선,37.534946,126.902767,영등포구,당산동6가
236,영등포구청,2호선,37.525706,126.89661,영등포구,당산동3가
235,문래,2호선,37.517933,126.89476,영등포구,문래동3가
234,신도림,2호선,37.508961,126.891084,구로구,신도림동
233,대림(구로구청),2호선,37.493243,126.894932,구로구,구로동
232,구로디지털단지,2호선,37.485266,126.901401,구로구,구로동
231,신대방,2호선,37.487462,126.913149,관악구,신림동
230,신림,2호선,37.484201,126.929715,관악구,신림동
229,봉천,2호선,37.482362,126.941892,관악구,봉천동
228,서울대입구(관악구청),2호선,37.481247,126.952739,관악구,봉천동
227,낙성대,2호선,37.47693,126.963693,관악구,봉천동
226,사당,2호선,37.476538,126.981544,동작구,사당동
225,방배,2호선,37.481426,126.997596,서초구,방배동
224,서초,2호선,37.491897,127.007917,서초구,서초동
223,교대(법원.검찰청),2호선,37.493961,127.014667,서초구,서초동
222,강남,2호선,37.49799,127.027912,강남구,역삼동
221,역삼,2호선,37.500622,127.036456,강남구,역삼동
220,선릉,2호선,37.504286,127.048203,강남구,역삼동
219,삼성(무역센터),2호선,37.508844,127.06316,강남구,대치동
218,종합운동장,2호선,37.511022,127.073704,송파구,잠실동
217,잠실새내,2호선,37.511687,127.086162,송파구,잠실동
216,잠실(송파구청),2호선,37.513262,127.100159,송파구,신천동
215,잠실나루,2호선,37.520733,127.10379,송파구,신천동
214,강변(동서울터미널),2호선,37.535095,127.094681,광진구,구의동
213,구의(광진구청),2호선,37.537077,127.085916,광진구,자양동
212,건대입구,2호선,37.540373,127.069191,광진구,자양동
211,성수,2호선,37.544581,127.055961,성동구,성수동2가
210,뚝섬,2호선,37.547184,127.047367,성동구,성수동1가
209,한양대,2호선,37.555273,127.043655,성동구,행당동
208,왕십리(성동구청),2호선,37.561238,127.036954,성동구,행당동
207,상왕십리,2호선,37.564354,127.029354,성동구,하왕십리동
206,신당,2호선,37.56564,127.019614,중구,신당동
205,동대문역사문화공원,2호선,37.565613,127.009054,중구,을지로7가
204,을지로4가,2호선,37.566595,126.997817,중구,을지로4가
203,을지로3가,2호선,37.566306,126.991696,중구,을지로3가
202,을지로입구,2호선,37.566014,126.982618,중구,을지로1가
201,시청,2호선,37.563588,126.975411,중구,서소문동
159,동묘앞,1호선,37.573197,127.01648,종로구,숭인동
158,청량리(서울시립대입구),1호선,37.579956,127.044585,동대문구,전농동
157,제기동,1호선,37.578103,127.034893,동대문구,용두동
156,신설동,1호선,37.576048,127.024634,동대문구,신설동
155,동대문,1호선,37.571687,127.01093,종로구,창신동
154,종로5가,1호선,37.570926,127.001849,종로구,종로5가
153,종로3가,1호선,37.570406,126.991847,종로구,종로3가
152,종각,1호선,37.570161,126.982923,종로구,종로1가
151,시청,1호선,37.565715,126.977088,중구,정동
150,서울역,1호선,37.556228,126.972135,중구,봉래동2가
